Project,Scenario,Dollar_year,Weather_year,Start_day,country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambium24,allScenarios,2023$,2012,Sunday,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric definitions and scenario descriptions: 2024 Cambium Documentation (https://www.nrel.gov/docs/fy25osti/93005.pdf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario,Geography,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Curtailment,Curtailment,Curtailment,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Energy Capacity,Energy Capacity,Energy Capacity
HighRECost,PJM_East,2030,777558700,9858004,5431198,4910584.5,797758460,749600225.3,647507100,6618089,2061830.2,0.0359,0.054,0.12,122081.21,175313,267.9,13.2,1.77,26.3,1562.2,0.17,268.8,72.9,341.7,280.4,13.9,1.87,27.4,1630.6,0.17,281.4,76.1,357.5,260.5,5.4,0.58,30.4,1921.4,0.12,260.8,87.7,348.5,570.6,38.3,5.44,43.7,2597.3,0.33,573.3,121.2,694.5,212521866.2,10489.6,1405.8,20857837.6,1239111.6,131.3,213218237.2,57819209.6,271037446.8,30.61,23.65,0.53,54.78,32.5,26.02,0.55,59.07,51940.8,4916.4,56857.2,793202240,150251420,8396924,4394278,0,68676640,0,7884049.5,381880320,4475816,0,9461745,159425470,1839972.4,4399634,54453850,59596296,28317220,6332.2,951.3,31165.2,0,5476.6,62083.5,21546.5,0,3283.5,19959.7,7097.5,5203,25155.7,7781.7,17045.3,27009.9,41624,0
HighRECost,PJM_East,2035,847549400,14087742,5509870.5,6463492,873610430,817072974.3,639116600,45984116,7202033.5,0.0359,0.054,0.12,126344.78,191851.3,182.3,3.5,0.36,23.5,1369.2,0.12,182.5,64.3,246.8,184.3,3.5,0.36,23.8,1383.2,0.12,184.5,65,249.5,224.2,4.2,0.43,26.5,1688.3,0.1,224.4,76.8,301.3,328.1,6.7,0.77,39.1,2336,0.19,328.5,108.8,437.2,152179994.4,2902.2,296.7,19579715.4,1143014.9,101.3,152347475.6,53669224.6,206016700.1,31.48,23.38,0,54.86,33.47,25.78,0,59.25,25621.3,3496.1,29117.4,834828400,234493870,12016839,4394278,0,0,0,7923758.5,402787840,5990120,0,9461745,159425470,1810689.4,4447536.5,74523176,77164216,74882720,9997.9,951.3,0,0,5494.4,81511.5,23274.9,0,3283.5,19959.7,5825.7,5203,34052,20541.7,22384.4,41672.7,41624,0
HighRECost,PJM_East,2040,922467300,14115957,5636537,8945893,951165760,889296277.2,657024200,82831020,24427040,0.0359,0.054,0.12,125187.98,208910.7,167.8,3.2,0.32,21.6,1264.1,0.11,168,59.3,227.3,162.2,3.1,0.31,21,1222.2,0.11,162.4,57.4,219.8,197.7,3.7,0.38,23.4,1485.8,0.09,197.9,67.7,265.5,287.5,5.6,0.6,34.1,2117.9,0.14,287.8,97.2,385,149823651.8,2845,288.5,19288016.1,1128572.3,99.2,149987203.6,52946554.2,202933757.8,32.03,23.16,0.43,55.62,34.08,25.5,0.44,60.01,114180.4,36969.8,151150.2,892761700,294141500,12037503,4341244.5,0,0,0,7974331,402420900,5252314,0,9461745,159425470,1121059.2,4560021.5,100233310,94432150,91501700,10470.3,944.1,0,0,5530.4,91852.8,28231.5,0,3283.5,19959.7,5285.7,5203,45627.9,25066.7,27701.8,41881.4,41624,0
HighRECost,PJM_East,2045,1000426400,25260728,5228695,10204901,1041120640,964452445.1,714702200,98692970,30175284,0.0359,0.054,0.12,135726.71,227469.6,166.3,3.1,0.32,21.3,1254.4,0.11,166.4,58.7,225.1,159.8,3,0.31,20.5,1205.9,0.1,160,56.5,216.5,200.1,3.8,0.38,23.6,1507.2,0.09,200.3,68.6,268.9,300.4,5.8,0.61,35.6,2227.2,0.14,300.7,102,402.7,161713502.4,3062.4,309,20688207,1220028.1,103.8,161889127.3,57073381.5,218962508.8,29.94,25.21,0.61,55.77,31.86,28,0.6,60.47,186848.2,65805.5,252653.6,972603000,326418460,21532254,4341244.5,0,0,0,8438347,442861900,3560715.5,0,9461745,159425470,770936,4230337,124347460,102004140,91628500,19350.8,944.1,0,0,5856,100295.6,27540.8,0,3283.5,19959.7,4705.9,5203,56748.7,25066.7,30311.5,77403.2,41624,0
HighRECost,PJM_East,2050,1069902340,29761798,5508503.5,11379948,1116552600,1031431326,766861060,116798660,37804464,0.0359,0.054,0.12,134311.63,245620.7,162.3,3.1,0.31,20.8,1227.4,0.11,162.5,57.4,220,154.4,2.9,0.29,19.9,1167.5,0.1,154.6,54.7,209.3,182.9,3.5,0.35,21.7,1379,0.08,183.1,62.9,246,311.7,6,0.61,36.9,2327.2,0.14,312,106.3,418.3,168447319.5,3180.4,319.1,21623679.3,1273530.3,109.3,168629215.6,59604710.4,228233926,27.65,25.17,0.59,53.42,29.45,28.08,0.58,58.11,439313.6,199238.4,638552,1037558400,349691550,25381148,4341244.5,0,0,0,10151910,463517100,4452008.5,0,9461745,175947260,312103.4,4454260.5,142314420,105534170,91691064,22083.8,944.1,0,0,7059.4,106418.1,32723.3,0,3283.5,22028.2,2200.3,5203,65009,25066.7,31352.7,88335.2,41624,0
HighRECost,PJM_West,2025,108721384,2226992.8,0,132389.1,111080750,104813044.6,101193950,1018794.7,19980790,0.0359,0.0539,0.12,122024.59,26283.5,75.2,1.4,0.14,15.3,715.5,0.18,75.3,36.7,112,85.9,1.9,0.2,16.5,797.5,0.18,86,40.3,126.3,301.2,11.4,1.49,30.8,2320.7,0.15,302,100,401.9,612.8,39,5.44,48,3590.2,0.31,615.5,155.1,770.6,9782461.2,185.3,18.7,1988441,93051.4,22.9,9793085.9,4767625.4,14560711.3,33.57,27.23,0.14,60.94,35.79,30.13,0.12,66.04,0,0,0,130042770,9886804,1900499,388265.3,0,0,0,171600.8,21126322,3280605.2,0,178472.8,93222180,59617.1,0,3414960.8,6300242,0,2205,83,0,0,116.5,6502.8,8146.7,0,59.1,11671.2,401.5,0,1503.6,0,1959,8820,0,0
HighRECost,PJM_West,2030,117765656,2524152.5,0,153103.9,120442920,113531812.1,102327120,2033217.8,22311872,0.0359,0.054,0.12,122024.7,27740.6,77.1,1.5,0.15,15,593.4,0.17,77.1,32.8,109.9,83.1,1.6,0.17,15.6,635.9,0.17,83.2,34.6,117.9,232.5,7.2,0.91,25.3,1541.8,0.12,232.9,71.3,304.2,527,28.9,3.95,45.4,2876,0.26,529,131.2,660.1,10843851.5,205.5,20.8,2113958.3,83507.3,23.4,10855640.7,4608859.1,15464499.8,26.27,26.52,0.32,53.11,28.01,29.33,0.27,57.62,0,0,0,140721580,18115800,2156650,388265.3,0,0,0,193913.2,22186998,4399229,0,178472.8,93222180,73992.3,0,3414960.8,14506926,0,2205,83,0,0,131.6,6502.8,8150.2,0,59.1,11671.2,52.7,0,1503.6,0,4064.4,8820,0,0
HighRECost,PJM_West,2035,133569050,3259669,0,313787.2,137142510,128766691.1,117809830,10857676,11587503,0.0359,0.054,0.12,153461.78,30031.3,64,1.2,0.12,13.6,496.2,0.16,64.1,28.4,92.6,63.3,1.2,0.12,13.2,490,0.16,63.4,27.8,91.2,191.3,3.6,0.37,22.6,1433.8,0.09,191.5,65.4,256.9,312.7,6.2,0.68,37.2,2274,0.16,313.1,105,418,8830445.1,167.1,16.8,1875859.6,68414.8,22.5,8840025.6,3920755.7,12760781.2,25.66,31.87,0,57.53,27.42,35.28,0,62.7,72364.3,6875.8,79240,137872340,19332674,2786551.2,388265.3,0,0,0,185197.9,18874142,3042206.8,0,178472.8,93222180,47854.9,0,3408524.8,15738950,0,2541.4,83,0,0,126,6502.8,8150.7,0,59.1,11671.2,52.7,0,1503.6,0,4424.4,10165.5,0,0
HighRECost,PJM_West,2040,145841920,5406624.5,0,468464.2,151717010,140598110.2,132522000,26509524,14390982,0.0359,0.054,0.12,148946.2,33169.7,62.7,1.2,0.12,13.4,485.7,0.16,62.7,27.9,90.6,56.8,1.1,0.11,11.7,439,0.14,56.9,24.8,81.6,138.4,2.7,0.28,16.4,1031.2,0.06,138.6,47.1,185.7,277.4,5.4,0.58,32.9,2038.7,0.14,277.7,93.7,371.4,8747284.6,165.5,16.7,1865998.1,67802.2,22.4,8756769.4,3892628.5,12649397.9,27.39,30.44,0,57.83,29.39,34.12,0,63.51,37667.4,2826.2,40493.6,139598460,19195006,4619473,388265.3,0,0,0,196199.7,19361958,2589125,0,178472.8,93222180,43994.6,0,3412331.2,15586477,0,3774.9,83,0,0,133.3,6502.8,8145.1,0,59.1,11671.2,52.7,0,1503.6,0,4399.4,15099.5,0,0
HighRECost,PJM_West,2045,157731800,13938957,0,672713.8,172343470,152060434.7,141718980,44196084,16891558,0.0359,0.054,0.12,149745.68,35841.2,22.2,0.4,0.04,8.4,181.1,0.14,22.2,13.8,36,23.8,0.4,0.05,7.4,190.5,0.11,23.8,13.2,37,57.7,1.1,0.11,6.8,434.3,0.03,57.8,19.8,77.5,286.6,5.5,0.57,33.9,2136.8,0.13,286.9,97.6,384.5,3220014.7,60.7,6.1,1212627.7,26264,20,3223479.9,2000749.2,5224229.1,26.16,28.24,0,54.4,28.52,33.17,0,61.69,1556.8,370.7,1927.5,145038960,30624500,11908446,388265.3,0,0,0,227423.5,8704439,12665.7,0,178472.8,93222180,0,0,13880490,16516586,0,10553.5,83,0,0,154.3,2645.4,107.5,0,59.1,11671.2,0,0,6100.2,0,4614.9,42214,0,0
HighRECost,PJM_West,2050,167146640,16466798,0,781044,184394480,161136832.2,148798660,57873050,18358890,0.0359,0.054,0.12,142893.91,37883.1,22,0.4,0.04,7.9,178.7,0.13,22,13.3,35.3,26.1,0.5,0.05,7.1,206.4,0.1,26.1,13.3,39.5,27.9,0.5,0.05,3.3,210.1,0.01,27.9,9.6,37.5,285.2,5.5,0.57,33.8,2124,0.13,285.5,97.1,382.6,3189835.4,60.1,6,1145684.7,25885.5,18.5,3193268.1,1922133.7,5115401.8,24.48,26.99,0,51.46,26.8,32.01,0,58.81,0,0,0,144880320,35595830,14058437,388265.3,0,0,0,561633.2,8614189,27566,0,178472.8,86017560,0,0,15628382,19405816,0,11738,83,0,0,380.8,2671.1,161.6,0,59.1,10769.2,0,0,6867.6,0,5452.4,46951.9,0,0
HighRECost,SERTP,2025,652517760,637161.7,6222631.5,607005.1,659984600,629056647.7,614287800,2239045.5,2993598.5,0.0359,0.054,0.12,128442.03,146035,356.6,32.4,4.63,22.2,1425.9,0.24,358.8,64.8,423.6,374.2,34,4.86,23.3,1495.1,0.26,376.5,68,444.5,525.1,32.7,4.55,41.7,3142.8,0.26,527.4,135.4,662.8,625.9,41.4,5.87,48.3,3418.4,0.36,628.7,150.3,779,235618546.3,21378.6,3060.5,14701240.3,942179.5,160.7,237091132.7,42822063.5,279913196.3,38.01,26.08,0,64.08,40.28,28.38,0,68.66,0,125.3,125.3,660739140,45696772,544863.6,4098943.2,0,178810000,0,2109699,157072980,1958915.6,0,33546214,233058610,904200.8,5047602,42137788,1449286.1,0,493.2,631.6,32078.1,0,1379.9,41737.9,27061.7,0,12077.7,29178.4,5077.2,6475.7,18332.4,0,516.1,1972.7,51805.6,0
HighRECost,SERTP,2030,699584600,3991043.2,6586647,770112,710932350,674431152.7,648211200,6674091.5,2611847.8,0.0359,0.054,0.12,128465.8,156064.3,275.1,18.5,2.58,23.5,1333.9,0.2,276.4,63.3,339.7,288.4,19.4,2.71,24.7,1398,0.21,289.7,66.4,356.1,305.3,10.2,1.28,32.2,2037.3,0.14,306,92.9,398.9,464.5,30.6,4.31,35.8,2188.9,0.26,466.6,101.1,567.7,194457868.9,13107.1,1826,16640898.9,942918.1,138.4,195346963.5,44777636.7,240124600.2,32.43,25.81,0,58.24,34.39,28.22,0,62.61,117.4,170.7,288.1,706870140,62721144,3402971.5,4254383.5,0,102152860,0,3551664.8,256390830,2988181.5,0,35617784,233058610,940436.9,5342905.5,51788184,7381298.5,0,2850.2,652.7,26946.1,0,2329.8,50868.4,29050,0,12689.8,29178.4,4189.2,6475.7,22431,0,2340.6,11400.8,51805.6,0
HighRECost,SERTP,2035,784413250,4389238,9232370,2332445.2,800367360,756210335.1,541471900,38589210,16466941,0.0359,0.054,0.12,124082.45,172226.5,109.9,2.1,0.21,15.8,833.2,0.11,110,40.7,150.7,113.1,2.1,0.22,16.3,857.1,0.11,113.2,41.8,155,191.3,3.6,0.37,22.6,1436.2,0.09,191.6,65.4,257,233.4,4.5,0.48,27.7,1725,0.11,233.6,79.1,312.7,85528681.2,1619.8,163.5,12300912.4,648411.6,84.7,85621577.2,31646703.2,117268280.5,32.43,23.61,0,56.04,34.53,25.83,0,60.36,225534.3,925078.8,1150613.1,778245060,258895460,3743283.2,3908192.8,0,0,0,4450430.5,232583040,2511886.8,0,35615188,233058610,470412.7,7458987,156198000,98247030,0,2846,605.7,0,0,2941.8,70243,28430.4,0,12689.8,29178.4,3258.9,6475.7,67898,0,32079,11383.9,51805.6,0
HighRECost,SERTP,2040,867388740,3744124.5,11904526,3418744.5,886456100,836202509.2,545762400,47530350,27637756,0.0359,0.054,0.12,120944.73,192249.8,100.3,1.9,0.19,14.4,761.5,0.1,100.4,37.1,137.5,103.8,2,0.2,14.9,788.1,0.1,103.9,38.4,142.3,178.7,3.4,0.34,21.1,1345.2,0.08,178.9,61.2,240.1,199.1,3.8,0.39,23.6,1490.3,0.09,199.3,68,267.3,86912518.7,1641.8,164.9,12461727.1,659910.7,85,87006463.8,32150260.1,119156723.9,32.19,23.16,0,55.34,34.38,25.38,0,59.75,929659.6,6161047.5,7090707,866563460,340693660,3188607.2,3908209.5,0,0,0,4619627.5,237250130,3042440.8,0,35610376,233058610,229940,9581552,215842140,120231890,0,2357,605.7,0,0,3076.8,80975.8,33049.4,0,12689.8,29178.4,2476.7,6475.7,95929.1,0,39323,9428.1,51805.6,0
HighRECost,SERTP,2045,949827800,5473884,12943496,4078441.2,972323650,915678345.2,563095000,51978136,39256590,0.0359,0.054,0.12,121413.71,213091.2,98.1,1.9,0.19,13.8,745.2,0.09,98.2,36.1,134.3,102.2,1.9,0.19,14.4,775.8,0.09,102.3,37.5,139.8,186.3,3.5,0.35,22,1404.6,0.08,186.5,63.9,250.3,187.7,3.6,0.37,22.2,1406.1,0.08,187.9,64.1,252.1,94158635.7,1776.4,178,13278108.5,715071.8,87.8,94260158.9,34611206.3,128871365.2,29.37,23.36,0,52.73,31.45,25.65,0,57.1,2989318.8,13109247,16098566,959602050,409228670,4663257,3319018.2,0,0,0,5451421,260810060,2407202.8,0,35591310,233058610,108999.6,10414936,263573150,140204100,0,3553.5,525.7,0,0,3669.7,96945.6,36279,0,12689.8,29178.4,1865.8,6475.7,119465.8,0,46615.7,14214,51805.6,0
HighRECost,SERTP,2050,1024535700,31294164,13082703,5270450,1074182900,987701206.9,591312260,66841772,49617200,0.0359,0.054,0.12,117622.8,232882.2,89.2,1.7,0.17,12.6,677.7,0.08,89.3,32.8,122.1,88.1,1.7,0.17,12.4,669.4,0.08,88.2,32.4,120.6,166.6,3.1,0.31,19.7,1256.5,0.07,166.8,57.2,223.9,171.2,3.3,0.33,20.2,1284.7,0.08,171.4,58.5,229.9,94267911.3,1777.1,177.8,13289683.7,716251,87.7,94369404.1,34657901.9,129027306,26.59,22.29,0,48.88,28.86,25.07,0,53.93,1972530.2,22050830,24023360,1056958340,482870700,26656462,3305760,0,0,0,7070785,263322020,1580746.2,0,35609240,233058610,27681.4,10527173,335030900,140768980,0,20254.2,523.9,0,0,4742.9,105176.8,36202.7,0,12689.8,29178.4,560.3,6475.7,154293.9,0,46407.7,81016.9,51805.6,0
HighRECost,SPP_North,2025,57102880,2527.8,0,677772,57783180,55049471.5,17502984,2248616.8,16535566,0.0359,0.054,0.12,22373.7,12809.3,227.7,25.5,3.7,8.5,551.8,0.13,229.5,24.9,254.4,242.8,27.2,3.94,9.2,590.7,0.14,244.7,26.8,271.5,547.3,51.3,7.39,27.9,1996.1,0.28,550.8,87.5,638.3,831.1,81.4,11.76,39.2,2772.3,0.43,836.8,121.9,958.7,16410359.3,1836.8,266.7,609392.1,39767.8,9.3,16537910.6,1797007.3,18334917.8,29.28,4.46,0,33.73,31.05,4.82,0,35.87,65102.5,1199.6,66302.1,72070136,40280196,2158.8,50348.1,121079.5,15564893,0,54872.3,884037.5,368852.8,0,8639345,6150273.5,8947.4,0,623780,39601544,0,1.7,11,8315.7,0,33.1,678.8,3864.6,0,2431.1,770,441.2,0,275.4,0,10960.1,6.8,0,0
HighRECost,SPP_North,2030,64134456,2871.6,0,794611.3,64931944,61828089,17963220,6637730,13312907,0.0359,0.054,0.12,22368.66,13374,118.8,12.7,1.83,5.4,317.4,0.08,119.7,14.8,134.5,134.1,14.3,2.07,6.1,358.3,0.08,135.1,16.8,151.8,448.2,38.3,5.48,26.3,1664.6,0.24,450.8,76,526.8,620.5,56.7,8.15,32.9,2120.5,0.32,624.4,96.2,720.6,8506678.1,906.1,131.2,384425.7,22729.7,5.4,8569485.8,1063240.4,9632726.2,23.06,4.3,0,27.36,24.46,4.64,0,29.09,1425402,41565.4,1466967.5,71607120,46968720,2446.3,50348.1,116002,7692121,0,66224.4,1273915.6,470614,0,8875293,6150273.5,7383,0,2449768.5,44452730,0,1.7,11,5905.9,0,40.8,678.8,3453.4,0,2583.1,770,53.1,0,1010.5,0,11323.7,6.8,0,0
HighRECost,SPP_North,2035,74613520,2801.2,0,1564617.6,76180940,71929850.4,315241.3,13624341,29766518,0.036,0.054,0.12,103822.87,14881.9,9.8,0.2,0.02,1.8,75.2,0.02,9.8,4,13.8,12.6,0.2,0.02,2.2,95.9,0.02,12.6,5.1,17.6,173.1,3.4,0.35,20.5,1280.5,0.08,173.3,58.7,232,239.4,4.7,0.51,28.4,1752.8,0.12,239.7,80.7,320.3,907585.2,17.3,1.8,162813.6,6940.8,1.6,908577.9,370097,1278674.9,19.69,25.91,0,45.61,20.87,27.73,0,48.59,9930857,678626.1,10609483,92323120,75865700,2390.3,50348.1,106607.1,0,0,62676,987194.1,944179.4,0,8207015,6150273.5,9410.5,0,8717679,67085344,0,1.7,11,0,0,43.3,767.6,3633.1,0,2609.1,770,51.1,0,3733.4,0,19162.9,6.8,0,0
HighRECost,SPP_North,2040,82424530,0,0,1924020.2,84348540,79459978.3,-401247.4,16754834,33555560,0.036,0.054,0.12,102877.39,16447.5,7.9,0.1,0.02,1.5,60.2,0.02,7.9,3.3,11.1,10,0.2,0.02,1.8,76.6,0.02,10,4.1,14.2,121.9,2.3,0.24,14.4,910,0.06,122.1,41.6,163.6,221.7,4.3,0.45,26.3,1643.5,0.11,221.9,75.3,297.2,794577.7,15.1,1.5,149453.2,6092.4,1.6,795447,331437.9,1126884.9,20.64,24.76,0,45.4,21.87,26.53,0,48.4,9297834,2099691,11397525,101149270,84749790,0,50348.1,108507,0,0,67951.7,929245.2,783941.2,0,8368850.5,6150273.5,8314.3,0,14430794,70251050,0,0,11,0,0,47.9,771.5,3699,0,2609.1,770,51.1,0,6544.4,0,19744.9,0,0,0
HighRECost,SPP_North,2045,89300220,110996.4,0,2084063.8,91495280,86088517.8,2611030.2,20828850,34568540,0.036,0.054,0.12,106362.24,18039.1,6.8,0.1,0.01,1.3,52.1,0.01,6.8,2.9,9.7,8.7,0.2,0.02,1.6,66.8,0.02,8.7,3.6,12.3,123.3,2.3,0.24,14.6,926.7,0.05,123.5,42.2,165.7,214.4,4.1,0.42,25.4,1606.3,0.1,214.7,73.3,287.9,712452.2,13.5,1.4,139734.9,5479.3,1.5,713230.3,303440.4,1016670.7,19.61,24.75,0,44.36,20.78,26.54,0,47.32,9224619,4005734,13230353,105234980,88884250,94572.7,50348.1,108687.6,0,0,81985.6,910235.8,658237.3,0,8371678.5,6150273.5,6689.8,0,18931652,69870616,0,63.6,11,0,0,59.3,805.2,3726.6,0,2609.1,770,51.1,0,9213.8,0,19583,254.2,0,0
HighRECost,SPP_North,2050,94898470,110795.5,0,2228533,97237800,91485609.3,3182267.2,21157138,34630310,0.036,0.054,0.12,87605.54,19488,7.1,0.1,0.01,1.3,54.8,0.01,7.1,3,10.1,4.6,0.1,0.01,0.5,34.4,0,4.6,1.6,6.1,55.1,1,0.11,6.5,414.3,0.02,55.1,18.9,74,226.4,4.3,0.44,26.8,1692.4,0.1,226.6,77.2,303.8,789947.8,15,1.5,148880,6067.9,1.6,790807.7,330133,1120940.7,19.64,20.38,0,40.03,20.83,21.92,0,42.74,8764195,3672063.5,12436259,110710980,94055540,94145.4,50348.1,110024.3,0,0,126724.6,1049093.4,705776.2,0,8489871,6150273.5,5907.3,0,19190084,74738730,0,63.6,11,0,0,84.6,805.2,3780,0,2609.1,770,24.1,0,9185.1,0,20774.1,254.2,0,0
HighRECost,SPP_South,2025,221456690,463021.3,891623.5,1911135.2,224722460,213495237.1,86636020,5380823,11378948,0.0359,0.0539,0.12,22464.94,51933.8,260,23.9,3.46,14.2,953.4,0.15,261.6,42.7,304.3,281.3,25.9,3.75,15.3,1027.5,0.16,283.1,46,329.1,483.1,36.8,5.32,33.5,2184.9,0.31,485.7,98.7,584.3,721.9,63.3,9.16,41.8,2775.3,0.43,726.3,124.6,850.9,59985247.6,5517.5,797.3,3279707.4,219959.6,35.1,60367326.6,9844073.5,70211400,31.4,4.81,0,36.21,33.39,5.25,0,38.64,6941816,532719.8,7474536,230720590,138086450,394530.6,117173.8,0,44056710,0,409944,30114806,1126142.5,0,3391054.8,9784525,2940064.5,709135.9,11626624,126049880,0,311.1,25.6,13966.8,0,244.9,11232.1,8892.1,0,1513.3,1225,9668.7,444,4279.1,0,36047.8,1244.4,3552,0
HighRECost,SPP_South,2030,240583940,474761.4,823342.9,2478895.8,244360930,231934206.5,53419610,7894397,16449603,0.0359,0.054,0.12,22465.13,54938.9,121.8,9.2,1.32,8.8,496.6,0.08,122.5,23.6,146.1,134.3,10.2,1.46,9.6,544.8,0.09,135,25.9,160.9,424.3,31.3,4.52,30.3,1718.9,0.27,426.5,81.6,508.1,509,38.9,5.63,35.2,1987.4,0.33,511.7,94.5,606.2,30811760.4,2322.3,333.5,2225936.2,125609.9,20.5,30972001.5,5974704.8,36946706.3,22.96,4.18,0,27.14,24.43,4.53,0,28.96,15226774,2612426.2,17839200,252916140,190941330,402999,117173.8,0,17488482,0,558212.6,26379648,1043775,0,3358096.5,9784525,2743477,656637.6,51424636,138958500,0,311.1,25.6,6587.9,0,341.7,10710.3,7789.4,0,1513.3,1225,7288.5,444,19848.2,0,37323.3,1244.4,3552,0
HighRECost,SPP_South,2035,273279000,1067007.2,1000175.8,3872541.2,279218720,263452977.9,-7044979,34676396,73275730,0.0359,0.054,0.12,80346.44,59694.8,22.7,0.5,0.06,3,154.9,0.02,22.7,7.6,30.3,27.5,0.6,0.07,3.7,190.5,0.03,27.6,9.3,36.9,140.5,2.9,0.33,16.7,1003.2,0.08,140.7,46.7,187.4,220.1,4.4,0.49,26.2,1593.3,0.12,220.4,73.7,294,7208326.5,156.4,19.5,953730.9,49233.3,6.8,7218321.1,2422748.2,9641069.3,20.48,12.44,0,32.92,21.82,13.41,0,35.23,26017440,10619604,36637044,317818050,286263700,907373.7,117173.8,0,0,0,630451,14445645,1005805.9,0,3340598.5,9784525,1150034.9,803195.7,72566000,213067250,0,599.8,25.6,0,0,382.6,10428.6,7648.5,0,1540.3,1225,6357,444,30644.9,0,57901.2,2399.2,3552,0
HighRECost,SPP_South,2040,304102050,1289064.2,1114463.4,4215555.5,310721150,293167662.8,-18432916,36707710,85374490,0.0359,0.054,0.12,92771.47,65778.2,18,0.4,0.05,2.4,124.4,0.02,18,6.1,24.1,22.7,0.5,0.06,3,159.5,0.02,22.7,7.8,30.5,121.3,2.4,0.25,14.4,891.4,0.06,121.4,41,162.4,202.1,4,0.42,24,1488,0.1,202.4,68.3,270.7,6453711.1,137.7,16.8,861621.6,44717.3,6.1,6462402.6,2195867.1,8658269.8,20.61,14.29,0,34.89,21.95,15.39,0,37.35,34582770,15248877,49831644,359387900,329154050,1096373,117173.8,0,0,0,671516,13006213,1097226.6,0,3342670.8,9784525,895445.1,894231.3,88159096,240323460,0,743.9,25.6,0,0,407.8,10582.3,7719.6,0,1548.3,1225,5961.6,444,38193,0,66488,2975.6,3552,0
HighRECost,SPP_South,2045,330939680,7041867,1090364.5,4755916,343827800,319040388.2,-29373318,34487724,96073656,0.0359,0.054,0.12,110325.23,72440.4,12.4,0.3,0.03,1.7,89.9,0.01,12.4,4.4,16.8,17,0.3,0.04,2.3,124.4,0.02,17,6,23.1,165,3.2,0.32,19.5,1232.8,0.08,165.2,56.3,221.5,193.4,3.7,0.38,22.9,1444.8,0.09,193.6,66,259.6,5034590,101.6,11.4,687860.2,36439.7,4.7,5040741.3,1775048.7,6815790,18.24,16.68,0,34.92,19.64,18.24,0,37.88,45253372,28106644,73360020,405413760,373201150,5986355.5,117173.8,0,0,0,782545.7,10692246,1028595.1,0,3354239.2,9784525,373486,875993.2,113121690,259296930,0,4342.8,25.6,0,0,476.9,10524.3,9575.9,0,1569.3,1225,4351.4,444,51845,0,73366.5,17371.2,3552,0
HighRECost,SPP_South,2050,352964900,7076789.5,1143298.1,5442090,366627070,340274028.7,-33789852,43080820,108805910,0.0359,0.054,0.12,94333.26,78983.6,11.1,0.2,0.02,1.5,82.6,0.01,11.1,4,15.1,16,0.3,0.03,2.2,119.4,0.01,16,5.7,21.7,139,2.7,0.27,16.5,1040.5,0.06,139.1,47.5,186.6,200.2,3.8,0.4,23.7,1493.7,0.09,200.4,68.2,268.7,4793060.4,92.9,9.8,656585.5,35706.6,4.3,4798497.8,1721804.1,6520301.9,17.77,14.78,0,32.56,19.13,16.19,0,35.32,44029240,31764326,75793570,432352160,400416930,6020913,117173.8,0,0,0,1148941.6,10437680,1135706.5,0,3375031.5,9784525,145368.8,918845.9,125800230,273467740,0,4293.6,25.6,0,0,701.9,10480.2,10590.4,0,1569.3,1225,1565.3,444,58098.4,0,76311.6,17174.2,3552,0
